Name,Team,Games_Played,Minutes,Offensive Rating,Defensive Rating,AST%,Assist/Turnover,Assist Ratio,OREB%,DREB%,REB%,Turnover Ratio,EFG%,TS%,USG%,Total Minutes
MICHELLE EDWARDS,CLE,31,23.8,84.7,94.7,22.9,1.14,19.1,0.9,9.4,5.2,16.7,38.9,43.1,22.2,737.8000000000001
NIESA JOHNSON,CHA,31,9.6,87.7,94.7,27.9,1.59,34.4,1.3,5.6,3.6,21.6,36.0,42.5,14.3,297.59999999999997
RITA WILLIAMS,WAS,31,10.2,88.7,84.8,21.4,1.15,22.2,2.6,9.2,6.2,19.3,65.3,66.8,15.7,316.2
RUSHIA BROWN,CLE,31,14.1,86.4,102.0,8.8,0.61,10.1,7.6,14.1,10.8,16.7,42.9,46.8,18.6,437.09999999999997
RUTHIE BOLTON,SAC,31,31.4,100.1,93.0,14.1,1.66,13.2,4.6,9.5,6.9,8.0,44.0,48.5,21.6,973.4
SUE WICKS,NYL,31,29.2,94.9,89.0,9.2,0.70,12.4,8.7,18.9,13.6,17.6,41.2,43.9,16.6,905.1999999999999
TANGELA SMITH,SAC,31,20.4,94.3,94.2,6.0,0.45,5.3,7.2,11.9,9.5,11.8,44.5,48.0,21.6,632.4
VAL WHITING,DET,31,24.6,91.7,92.2,12.7,1.04,14.0,8.7,20.4,14.2,13.4,38.0,40.7,17.8,762.6
VICKIE JOHNSON,NYL,31,33.9,95.5,90.9,21.0,1.75,17.7,4.4,10.3,7.3,10.2,44.8,49.2,22.3,1050.8999999999999
WENDY PALMER,DET,31,23.7,92.4,99.9,12.4,0.72,10.7,7.4,19.5,13.6,14.8,45.8,52.0,22.1,734.6999999999999
BECKY HAMMON,NYL,30,6.8,89.1,93.8,17.9,0.74,15.3,1.0,8.9,4.9,20.7,50.8,55.6,21.0,204.0
CARLA MCGHEE,ORL,30,7.8,87.5,84.8,7.0,0.36,9.4,10.5,11.0,10.7,25.9,31.9,41.0,15.3,234.0
CINDY BROWN,UTA,30,21.6,90.9,95.5,9.4,0.68,10.9,7.3,17.9,12.1,16.0,34.3,41.7,17.9,648.0
CLAUDIA NEVES,DET,30,10.3,87.7,87.5,17.9,1.32,18.7,2.5,5.4,3.9,14.2,33.7,36.8,17.9,309.0
EVA NEMCOVA,CLE,30,29.6,85.8,95.8,12.0,0.65,11.3,3.0,9.9,6.6,17.5,47.4,52.6,21.3,888.0
KATIE SMITH,MIN,30,32.3,93.9,98.7,13.5,1.09,13.5,4.5,5.9,5.2,12.4,47.6,52.5,19.8,968.9999999999999
MARLIES ASKAMP,PHO,30,26.0,95.9,96.0,6.7,0.68,8.1,12.4,17.6,14.9,12.0,48.2,57.3,17.3,780.0
MICHELE TIMMS,PHO,30,26.7,93.0,96.4,35.4,1.70,33.2,2.2,8.1,5.1,19.6,43.5,48.0,17.6,801.0
PENNY TOLER,LAS,30,14.3,99.4,95.3,26.3,1.65,23.9,2.9,7.2,5.1,14.5,34.7,42.1,22.3,429.0
RHONDA MAPP,CHA,30,26.3,93.9,95.3,14.9,0.93,14.6,7.6,19.9,14.1,15.7,50.2,53.8,21.0,789.0
STEPHANIE WHITE,CHA,30,18.8,91.0,92.1,18.1,1.37,22.1,3.2,6.3,4.8,16.2,49.6,55.0,15.6,564.0
ADRIENNE JOHNSON,ORL,29,7.8,88.0,93.2,12.4,1.00,14.9,5.7,7.7,6.7,14.9,41.1,43.2,16.5,226.2
ELENA BARANOVA,UTA,29,19.7,92.9,103.5,14.7,1.02,17.6,4.6,13.7,9.1,17.2,47.3,52.1,16.5,571.3
SHALONDA ENIS,WAS,29,29.2,90.8,95.7,11.2,0.78,13.0,7.0,12.5,9.9,16.6,38.8,42.7,17.6,846.8
YOLANDA GRIFFITH,SAC,29,33.7,99.9,90.0,10.2,0.68,7.6,14.3,20.0,17.1,11.2,54.1,57.6,24.3,977.3000000000001
CLARISSE MACHANGUANA,LAS,28,8.7,94.7,96.9,7.3,0.71,11.1,6.8,14.5,10.7,15.6,49.0,57.1,14.7,243.59999999999997
EDNA CAMPBELL,PHO,28,26.8,91.8,96.9,10.8,0.77,9.9,1.5,6.0,3.7,12.9,43.7,46.9,21.1,750.4
JENNIFER AZZI,DET,28,29.7,94.6,94.0,25.4,1.86,26.8,0.5,7.4,3.9,14.4,60.0,66.9,15.8,831.6
NATALIE WILLIAMS,UTA,28,34.0,99.8,104.6,5.5,0.37,4.8,12.6,17.1,14.9,13.2,51.9,58.5,23.6,952.0
TAMMY JACKSON,HOU,28,13.7,100.6,91.0,3.2,0.27,6.5,12.4,13.6,13.0,24.1,42.2,50.4,12.3,383.59999999999997
LINDA BURGESS,SAC,27,8.6,90.4,88.8,2.6,0.15,2.5,7.1,16.5,11.7,16.8,43.4,51.6,21.1,232.2
NINA BJEDOV,LAS,27,16.0,97.0,98.3,7.3,0.68,11.6,5.1,11.9,8.5,17.0,55.6,55.6,13.7,432.0
TRACY HENDERSON,CLE,27,11.3,81.0,94.3,6.6,0.36,6.7,8.8,18.6,13.4,18.7,31.4,35.9,18.2,305.1
DOMINIQUE CANTY,DET,26,24.6,94.2,92.9,12.1,0.84,10.2,5.3,7.9,6.5,12.1,33.8,43.1,23.6,639.6
JANICE BRAXTON,CLE,26,17.4,87.0,88.7,14.2,0.94,15.3,7.1,18.1,13.0,16.3,46.3,53.3,18.4,452.4
TAMIKA WHITMORE,NYL,26,21.3,95.7,92.3,6.3,0.33,6.1,8.0,11.1,9.5,18.3,44.4,49.9,22.6,553.8000000000001
TRISHA FALLON,MIN,26,10.8,86.9,92.2,15.9,1.38,16.5,3.3,5.2,4.2,12.0,33.8,41.1,18.6,280.8
ANNIE BURGESS,MIN,25,13.3,91.6,96.2,21.1,1.80,28.3,4.2,8.2,6.1,15.7,42.5,41.8,12.9,332.5
BRANDY REED,MIN,25,30.2,92.3,94.1,23.0,1.02,12.2,7.6,14.4,10.9,12.0,47.7,50.7,30.0,755.0
CASS BAUER-BILODEAU,CHA,25,5.0,85.2,100.9,7.5,0.31,7.3,3.8,14.8,9.3,23.6,38.2,44.0,19.9,125.0
JAMILA WIDEMAN,CLE,25,14.6,85.3,91.5,24.5,1.32,28.8,2.6,7.6,5.2,21.8,27.8,30.6,15.2,365.0
JENNIFER RIZZOTTI,HOU,25,9.7,105.5,86.2,12.4,1.19,23.5,0.9,10.2,5.9,19.8,43.8,46.4,11.5,242.49999999999997
KRYSTYNA LARA,UTA,25,8.2,90.5,102.0,22.3,0.64,17.8,0.5,5.8,3.4,27.9,41.2,43.9,22.6,204.99999999999997
TORA SUBER,ORL,25,4.6,75.7,97.2,19.1,0.90,18.8,3.3,7.4,5.3,20.8,31.3,35.2,15.0,114.99999999999999
KATE STARBIRD,SAC,24,8.9,86.3,91.4,13.1,0.82,14.3,4.3,6.0,5.2,17.3,23.6,35.9,16.2,213.60000000000002
VALERIE STILL,WAS,23,12.2,84.9,92.9,4.1,0.30,7.1,6.5,10.3,8.5,23.8,24.5,27.0,13.5,280.59999999999997
YOLANDA MOORE,ORL,23,4.9,84.4,100.0,2.0,0.08,2.5,4.2,8.2,6.3,32.5,47.6,49.5,16.5,112.7
UKARI FIGGS,LAS,22,14.9,98.8,94.6,16.4,1.00,20.3,2.4,8.6,5.4,20.3,45.7,51.9,15.8,327.8
MICHELE VAN GORP,NYL,21,5.5,101.4,91.2,10.9,2.33,20.0,5.4,10.8,8.4,8.6,33.3,35.5,11.9,115.5
CHANTEL TREMITIERE,UTA,20,9.5,95.8,105.7,19.6,1.69,34.4,1.8,9.9,5.8,20.3,34.5,35.7,10.2,190.0
MONICA MAXWELL,WAS,20,6.9,84.4,83.0,18.2,0.91,13.3,2.5,13.0,8.3,14.7,29.0,31.5,22.7,138.0
ADIA BARNES,MIN,19,4.8,82.9,93.9,12.8,0.75,14.0,7.4,15.6,10.8,18.6,32.6,37.1,16.7,91.2
COQUESE WASHINGTON,NYL,19,3.9,84.8,81.8,37.5,1.15,31.9,1.3,8.6,4.7,27.7,27.8,31.8,17.8,74.1
ELAINE POWELL,ORL,18,14.1,94.4,96.3,23.0,1.68,34.0,4.1,6.0,5.1,20.2,53.0,55.1,11.3,253.79999999999998
RACHAEL SPORN,DET,18,18.9,93.4,94.5,14.6,1.69,18.0,7.6,11.8,9.5,10.7,46.8,49.8,16.0,340.2
SUZIE MCCONNELL SERIO,CLE,18,28.3,87.9,97.3,27.0,1.41,32.1,0.9,7.6,4.4,22.8,46.9,50.8,14.7,509.40000000000003
VENUS LACY,NYL,18,6.4,102.9,91.2,3.4,0.13,4.0,7.3,12.5,9.8,30.0,38.5,49.1,19.0,115.2
AMAYA VALDEMORO,HOU,17,5.4,85.3,94.9,20.5,0.75,14.1,3.6,9.5,6.3,18.8,40.0,47.6,23.4,91.80000000000001
HEATHER OWEN,WAS,17,13.7,86.8,89.5,6.6,0.47,12.1,5.6,12.6,9.2,25.9,40.0,51.3,10.9,232.89999999999998
TRICIA BADER BINFORD,CLE,16,6.8,90.9,111.1,17.9,1.71,30.8,3.9,10.6,7.1,17.9,28.9,32.7,10.9,108.8
CLARISSA DAVIS-WRIGHTSIL,PHO,14,19.0,97.3,97.5,16.4,0.91,11.6,5.7,8.9,7.3,12.8,47.5,49.8,24.8,266.0
DALMA IVANYI,UTA,14,4.8,88.7,103.5,20.0,0.64,21.9,3.5,2.6,3.1,34.4,33.3,40.0,14.3,67.2
ALESSANDRA SANTOS DE OLIVE,WAS,13,16.5,89.9,102.9,1.0,0.06,1.6,10.9,10.7,10.8,25.0,56.4,52.4,14.1,214.5
CHARMIN SMITH,MIN,13,4.2,86.7,77.1,6.5,0.40,9.5,3.2,11.3,7.3,23.8,11.1,37.3,13.8,54.6
HEATHER QUELLA,SAC,13,2.0,90.8,92.5,0.0,0.00,0.0,0.0,13.2,7.2,35.7,42.9,38.0,17.3,26.0
LESLEY BROWN,DET,13,3.2,67.4,109.8,13.3,0.33,7.4,4.5,17.1,10.6,22.2,46.9,51.0,25.0,41.6
SONIA CHASE,CHA,13,4.5,90.5,95.2,18.5,2.50,20.8,4.5,5.5,5.1,8.3,28.1,32.6,16.2,58.5
AMANDA WILSON,PHO,12,2.9,116.0,111.0,8.3,1.00,11.8,8.0,5.0,6.7,11.8,37.5,45.0,14.4,34.8
CINDY BLODGETT,SAC,12,2.6,86.4,95.5,5.9,0.20,4.3,0.0,2.5,1.3,21.7,23.1,32.4,22.7,31.200000000000003
NYREE ROBERTS,WAS,12,6.8,93.7,93.0,2.2,0.09,3.7,4.2,9.8,7.3,40.7,54.5,56.8,14.1,81.6
OLYMPIA SCOTT,DET,12,7.3,79.5,104.0,13.2,0.63,10.9,8.2,18.8,12.4,17.4,32.1,37.6,20.0,87.6
ELENA TORNIKIDOU,DET,11,7.8,84.0,86.1,20.0,0.73,17.8,3.6,7.4,5.5,24.4,39.1,39.0,18.3,85.8
WANDA GUYTON,DET,11,8.9,77.1,78.3,5.1,0.20,5.4,8.9,19.6,14.3,27.0,23.5,43.7,17.4,97.9
KARA WOLTERS,HOU,10,4.0,87.6,105.7,9.5,0.67,8.3,9.4,19.4,13.5,12.5,23.1,43.8,20.2,40.0
TONI FOSTER,PHO,10,4.3,110.9,109.8,4.3,0.25,4.0,12.1,8.0,9.6,16.0,58.3,65.7,22.2,43.0
TRACY REID,CHA,10,15.5,94.5,98.9,11.1,0.53,11.1,5.3,11.2,8.4,21.0,42.9,43.5,23.2,155.0
ANGELA AYCOCK,PHO,8,3.6,105.0,88.5,16.7,0.50,20.0,0.0,2.6,1.7,40.0,0.0,34.7,17.9,28.8
KISHA FORD,ORL,8,5.5,93.2,81.8,0.0,0.00,0.0,10.0,4.3,6.9,14.3,20.0,34.0,7.7,44.0
MICHELLE CAMPBELL,UTA,8,3.7,76.7,91.7,12.5,0.50,11.1,0.0,17.6,9.0,22.2,30.0,34.0,20.8,29.6
ANGIE BRAZIEL,CHA,7,5.7,75.0,108.6,21.4,1.50,12.0,2.6,24.4,13.8,8.0,50.0,62.2,24.2,39.9
MILA NIKOLICH,HOU,7,4.1,91.8,113.6,6.7,0.33,6.3,9.1,9.1,9.1,18.8,40.9,42.1,21.1,28.699999999999996
ANDREA KUKLOVA,PHO,5,2.6,118.2,108.7,0.0,0.00,0.0,0.0,0.0,0.0,25.0,0.0,0.0,16.0,13.0
CHRISTY SMITH,CHA,4,4.8,95.2,102.4,11.1,1.00,11.1,0.0,5.9,2.7,11.1,100,97.9,17.0,19.2
JENNIFER HOWARD,CLE,4,3.9,84.8,81.8,0.0,0.00,0.0,0.0,0.0,0.0,42.9,0.0,0.0,16.7,15.6
PENNY MOORE,WAS,4,4.7,94.9,117.5,0.0,0.00,0.0,6.7,0.0,2.4,57.1,33.3,33.3,15.6,18.8
VANESSA NYGAARD,CLE,4,4.9,97.6,95.1,20.0,1.00,33.3,4.2,9.5,6.7,33.3,75.0,75.0,7.5,19.6
JENNIFER WHITTLE,WAS,3,5.8,88.6,125.0,0.0,0.00,0.0,0.0,10.3,7.9,71.4,0.0,0.0,18.9,17.4
MONICA LAMB,HOU,3,12.1,111.6,98.6,0.0,0.00,0.0,11.5,8.1,9.5,7.1,40.0,51.4,17.5,36.3
KELLIE JOLLY HARPER,CLE,1,3.6,137.5,128.6,33.3,0.50,33.3,0.0,0.0,0.0,66.7,0.0,0.0,22.2,3.6
MERLELYNN LANG-HARRIS,PHO,1,2.9,0.0,133.3,0.0,0.00,0.0,0.0,40.0,28.6,0.0,0.0,0.0,0.0,2.9
REBECCA LOBO,NYL,1,1.0,0.0,66.7,0.0,0.00,0.0,50.0,0.0,50.0,100.0,0.0,0.0,33.3,1.0
