Name,Team,Games_Played,Minutes,Offensive Rating,Defensive Rating,AST%,Assist/Turnover,Assist Ratio,OREB%,DREB%,REB%,Turnover Ratio,EFG%,TS%,USG%,Total Minutes
SANDY BRONDELLO,DET,30,33.1,95.2,91.9,19.7,1.53,17.1,1.9,6.8,4.4,11.1,45.0,51.6,21.7,993.0
SHARON MANNING,CHA,30,19.1,92.6,85.4,9.6,0.70,12.8,10.7,19.2,14.9,18.4,44.0,49.7,15.9,573.0
SOPHIA WITHERSPOON,NYL,30,30.0,93.7,88.1,13.0,0.78,10.6,4.0,7.4,5.6,13.5,44.7,50.3,24.7,900.0
SUE WICKS,NYL,30,14.8,91.3,87.3,16.2,0.75,17.0,10.2,11.3,10.7,22.6,43.0,50.5,18.5,444.0
TERESA WEATHERSPOON,NYL,30,33.4,92.5,88.1,34.4,1.99,37.7,2.1,11.4,6.6,18.9,43.1,46.7,14.6,1002.0
TORA SUBER,CHA,30,22.8,92.6,88.0,23.1,1.95,25.7,1.7,6.0,3.9,13.1,41.1,44.1,16.6,684.0
TRACY REID,CHA,30,32.2,95.8,92.1,9.1,0.65,9.0,6.8,10.2,8.6,13.9,48.7,53.0,22.2,966.0000000000001
UMEKI WEBB,PHO,30,28.2,95.5,86.7,19.3,2.24,28.8,5.7,9.0,7.3,12.9,37.5,42.8,12.3,846.0
VICKIE JOHNSON,NYL,30,30.3,94.9,87.8,16.8,1.64,15.4,5.3,8.8,7.0,9.4,47.9,51.8,20.9,909.0
VICKY BULLETT,CHA,30,31.5,95.2,92.5,10.2,0.72,8.9,7.1,14.5,10.9,12.5,44.7,49.3,23.0,945.0
YOLANDA MOORE,HOU,30,17.7,102.5,83.3,3.3,0.50,8.3,7.0,10.5,8.8,16.5,45.8,55.0,9.9,531.0
ADRIENNE JOHNSON,CLE,29,11.5,96.1,96.2,8.5,0.63,9.2,6.2,10.2,8.3,14.7,51.7,53.7,20.9,333.5
ANDREA KUKLOVA,PHO,29,11.8,95.8,90.9,17.0,0.78,17.0,6.3,6.0,6.2,22.0,40.5,43.8,20.2,342.20000000000005
HEIDI BURGE,WAS,29,16.5,84.2,99.8,10.9,0.35,8.9,6.0,14.7,10.1,25.6,53.3,55.7,22.0,478.5
KERI CHACONAS,WAS,29,13.2,84.9,100.0,20.2,0.79,15.2,1.7,4.1,2.8,19.3,41.0,45.4,22.4,382.79999999999995
LADY GROOMS,SAC,29,26.2,84.9,94.3,12.1,0.98,16.5,5.0,6.2,5.6,16.8,49.3,54.9,14.5,759.8
LATASHA BYEARS,SAC,29,27.5,87.2,93.4,8.8,0.41,5.4,10.8,14.6,12.6,13.2,46.1,48.7,28.5,797.5
LINDA BURGESS,SAC,29,23.2,87.2,95.9,8.3,0.49,9.6,8.0,14.6,11.2,19.5,47.0,51.6,18.2,672.8
MURRIEL PAGE,WAS,29,32.1,82.0,103.9,8.6,0.69,11.6,8.3,13.9,11.0,16.7,47.6,50.7,13.9,930.9000000000001
MWADI MABIKA,LAS,29,24.5,94.3,94.6,11.1,1.19,12.3,3.9,13.9,8.8,10.4,40.3,42.9,19.4,710.5
OLYMPIA SCOTT,UTA,29,16.2,85.3,98.7,9.6,0.45,9.3,7.9,10.3,9.1,20.7,43.3,47.0,20.0,469.79999999999995
RHONDA BLADES,DET,29,11.8,79.3,89.6,25.0,1.00,23.8,1.4,9.3,4.9,23.8,33.3,36.4,17.4,342.20000000000005
RITA WILLIAMS,WAS,29,23.7,79.5,100.4,19.0,1.02,23.7,1.8,8.4,5.0,23.3,36.5,42.8,13.9,687.3
SHERYL SWOOPES,HOU,29,32.3,104.4,84.4,13.8,1.07,11.0,4.6,13.0,8.8,10.3,47.2,51.1,25.3,936.6999999999999
TICHA PENICHEIRO,SAC,29,36.0,86.8,95.2,37.3,2.01,40.9,1.3,13.1,7.0,20.3,35.4,43.1,14.0,1044.0
ADIA BARNES,SAC,28,21.3,88.6,93.9,7.5,0.42,7.3,5.9,8.6,7.2,17.2,41.6,44.3,21.4,596.4
CHANTEL TREMITIERE,UTA,28,25.4,90.8,97.1,25.6,2.43,34.1,1.9,6.9,4.4,14.0,43.2,49.8,12.4,711.1999999999999
COQUESE WASHINGTON,NYL,28,8.1,91.2,86.6,34.4,1.19,30.3,2.5,10.3,6.4,25.5,34.3,42.4,20.1,226.79999999999998
DEBORAH CARTER,WAS,28,14.9,82.9,103.2,10.5,0.55,10.3,4.2,11.7,7.6,18.8,31.7,36.2,19.5,417.2
ISABELLE FIJALKOWSKI,CLE,28,28.8,99.2,92.1,14.0,0.72,12.9,9.2,17.5,13.7,18.0,55.4,61.1,23.0,806.4
LATONYA JOHNSON,UTA,28,17.5,92.4,100.0,7.8,0.48,9.0,3.2,8.3,5.9,18.8,44.8,47.2,18.7,490.0
LISA LESLIE,LAS,28,32.1,94.9,93.3,17.1,0.69,10.5,8.6,23.2,15.9,15.3,48.8,54.8,29.4,898.8000000000001
NIKKI MCCRAY,WAS,28,33.5,84.3,104.3,22.2,0.70,12.3,3.7,5.8,4.8,17.5,43.5,48.4,28.8,938.0
PENNY MOORE,WAS,28,25.9,81.0,99.9,12.4,0.72,11.4,4.7,10.1,7.3,16.0,37.8,40.9,20.0,725.1999999999999
SANDRA VANEMBRICQS,LAS,28,16.8,92.3,93.0,6.2,0.84,12.1,7.5,8.5,8.0,14.4,48.3,48.9,11.0,470.40000000000003
SUZIE MCCONNELL SERIO,CLE,28,31.6,97.3,92.0,34.7,1.71,36.2,1.1,6.2,3.9,21.1,53.7,58.0,16.7,884.8000000000001
WENDY PALMER,UTA,28,27.2,86.4,101.7,9.2,0.54,6.7,9.3,16.0,12.6,12.4,48.2,52.1,24.9,761.6
KORIE HLEDE,DET,27,33.8,93.9,91.2,15.5,0.83,13.2,4.3,11.1,7.7,15.9,43.3,48.9,23.4,912.5999999999999
LYNETTE WOODARD,DET,27,14.1,88.7,97.0,11.5,0.71,13.4,7.8,10.5,9.0,18.9,38.7,42.9,16.7,380.7
TANGELA SMITH,SAC,27,25.1,84.0,93.0,10.1,0.64,7.8,6.7,12.4,9.5,12.1,41.1,44.3,23.1,677.7
TINA THOMPSON,HOU,27,32.3,103.9,87.0,5.4,0.51,6.1,8.1,15.7,11.9,12.0,48.3,53.2,20.0,872.0999999999999
GERGANA BRANZOVA,DET,26,7.8,79.6,92.5,7.9,0.33,6.9,5.7,14.4,9.8,20.6,44.6,46.7,19.4,202.79999999999998
MARLIES ASKAMP,PHO,26,12.2,101.5,86.5,7.2,0.55,7.2,13.0,17.4,15.2,13.2,47.1,52.9,22.0,317.2
FRANTHEA PRICE,SAC,25,14.8,81.7,87.8,19.4,1.13,18.9,2.0,10.1,6.0,16.8,49.6,50.8,18.1,370.0
JAMILA WIDEMAN,LAS,25,13.1,90.5,90.4,29.7,1.68,38.5,1.6,4.7,3.3,23.0,31.4,43.0,12.2,327.5
ADRIENNE SHULER,WAS,24,14.5,84.0,102.0,24.7,1.13,25.9,3.4,12.4,7.7,23.0,46.3,50.3,16.3,348.0
ANDREA CONGREAVES,CHA,24,15.6,91.0,91.1,16.5,1.57,24.0,5.0,13.3,9.3,15.3,52.5,57.6,13.5,374.4
BRANDY REED,PHO,24,10.6,100.2,87.0,16.1,0.61,12.3,14.7,19.3,16.8,20.4,53.7,57.1,23.9,254.39999999999998
CHRISTY SMITH,CHA,24,18.7,94.5,95.1,25.5,1.48,34.8,0.8,7.7,4.3,23.5,48.0,53.1,13.6,448.79999999999995
POLLYANNA JOHNS KIMBROUGH,CHA,24,7.6,90.8,82.9,6.5,0.67,8.3,7.0,13.5,10.0,12.5,48.9,54.1,15.5,182.39999999999998
MICHELLE EDWARDS,CLE,23,23.1,91.7,90.4,25.0,1.41,21.8,1.3,9.3,5.5,15.4,45.1,48.1,21.2,531.3000000000001
PAULINE JORDAN,SAC,23,11.1,88.8,93.0,12.8,0.71,14.4,5.2,10.8,8.0,20.3,38.7,44.9,17.8,255.29999999999998
SONIA CHASE,CHA,23,7.2,88.6,90.3,13.3,1.00,22.8,3.1,5.7,4.4,22.8,50.0,55.5,11.6,165.6
CINDY BLODGETT,CLE,22,8.3,96.0,95.5,17.0,1.50,16.7,1.2,6.4,4.0,11.1,36.4,41.1,21.3,182.60000000000002
ELISABETH CEBRIAN,NYL,22,8.4,95.5,89.0,7.6,0.40,11.6,7.5,9.0,8.3,29.0,42.9,46.2,15.0,184.8
RAEGAN SCOTT,CLE,22,7.7,85.5,90.4,8.2,0.78,11.7,3.5,14.2,9.3,15.0,36.8,43.9,14.9,169.4
TAMECKA DIXON,LAS,22,32.2,96.3,96.6,15.0,0.95,12.1,1.8,6.0,3.9,12.8,47.5,53.6,24.6,708.4000000000001
TAMMI REISS,UTA,22,21.7,90.9,97.7,18.5,1.92,21.9,3.1,5.1,4.1,11.4,46.3,48.7,16.1,477.4
TRICIA BADER BINFORD,UTA,22,9.5,79.5,95.6,17.7,0.77,19.4,0.0,5.2,2.4,25.2,39.6,40.7,16.9,209.0
BRIDGETTE GORDON,SAC,21,12.0,82.2,96.1,7.2,0.30,8.3,4.7,8.9,6.6,27.8,39.7,41.2,18.4,252.0
LA'SHAWN BROWN,WAS,21,12.1,77.8,103.6,5.5,0.29,8.8,5.9,13.3,9.4,30.0,33.3,41.0,12.7,254.1
RHONDA MAPP,CHA,21,21.8,99.1,92.0,13.8,0.85,12.6,8.4,11.7,10.1,14.9,50.9,55.7,22.7,457.8
TAMMY JACKSON,HOU,21,8.3,94.9,82.6,6.1,0.43,12.0,4.3,10.5,7.5,28.0,41.7,47.1,11.4,174.3
ELENA BARANOVA,UTA,20,33.6,91.0,96.8,19.7,1.27,18.6,9.2,18.3,13.9,14.6,45.4,51.6,20.2,672.0
ERIN ALEXANDER,UTA,20,6.9,78.9,103.6,13.2,0.75,13.4,5.1,7.1,6.1,17.9,39.8,42.6,17.6,138.0
EUGENIA RYCRAW,LAS,20,11.4,85.6,86.9,3.3,0.29,6.7,6.9,13.3,10.1,23.3,46.9,55.2,10.7,228.0
MARIA STEPANOVA,PHO,20,6.4,101.2,93.3,10.8,0.78,8.0,13.8,16.4,15.1,10.3,42.6,46.7,26.1,128.0
TIA PASCHAL,CHA,20,5.5,93.9,72.2,14.5,0.82,15.0,3.9,10.6,7.3,18.3,31.1,34.1,20.1,110.0
ALICIA THOMPSON,NYL,19,6.6,74.2,100.4,8.3,0.50,6.7,5.6,14.4,9.9,13.3,24.4,32.7,19.2,125.39999999999999
FRAN HARRIS,UTA,18,19.5,86.8,97.0,14.7,1.76,22.7,4.4,7.7,6.0,12.9,38.6,42.1,13.4,351.0
TIFFANY WOOSLEY,HOU,18,5.4,90.2,85.9,16.4,0.69,18.8,3.9,3.3,3.6,27.1,37.0,42.2,16.5,97.2
QUACY BARNES,SAC,17,5.3,86.4,90.2,4.1,0.22,6.5,4.9,3.8,4.4,29.0,40.0,40.3,13.9,90.1
ALESSANDRA SANTOS DE OLIVE,WAS,16,30.2,83.6,96.3,0.5,0.02,0.4,14.2,15.5,14.8,24.2,51.6,51.9,21.1,483.2
AMAYA VALDEMORO,HOU,16,3.9,94.0,91.0,19.4,0.41,14.6,4.7,10.0,8.1,35.4,56.3,63.9,25.0,62.4
TONI FOSTER,PHO,16,13.6,93.7,89.5,17.1,1.27,17.8,5.3,10.9,8.1,14.0,46.7,54.0,19.0,217.6
LEILA DE SOUZA SOBRAL,WAS,14,5.0,92.4,82.5,14.3,0.67,13.0,3.8,10.8,6.9,19.6,31.3,40.8,21.6,70.0
NYREE ROBERTS,HOU,14,3.9,80.3,90.8,7.4,0.50,12.5,6.4,10.0,8.5,25.0,85.7,79.4,9.7,54.6
TAJAMA ABRAHAM,DET,12,3.5,90.7,93.1,0.0,0.00,0.0,4.0,13.9,8.1,19.2,35.7,43.7,23.0,42.0
ALBENA BRANZOVA,NYL,11,8.6,84.5,98.9,11.4,0.42,11.4,6.1,13.7,9.4,27.3,40.0,43.0,18.4,94.6
TULLY BEVILAQUA,CLE,11,11.0,91.2,98.6,34.8,2.56,46.9,2.1,8.6,5.3,18.4,60.7,63.1,10.4,121.0
ANETA KAUSAITE,DET,10,5.7,91.5,89.9,2.9,0.33,3.7,11.4,6.7,9.6,11.1,25.0,30.3,17.7,57.0
MIKIKO HAGIWARA,PHO,10,5.8,91.9,83.7,9.4,0.60,10.0,0.0,3.6,1.6,16.7,47.6,49.3,18.9,58.0
TRENA TRICE-HILL,NYL,10,7.8,66.2,99.4,3.3,0.14,3.3,8.9,17.2,12.6,23.3,41.2,48.1,15.7,78.0
KELLY BOUCHER,CHA,9,5.8,83.5,69.6,7.4,0.67,9.1,3.1,22.9,11.5,13.6,23.3,29.8,15.7,52.199999999999996
MARGO GRAHAM,WAS,9,5.3,77.8,107.4,3.8,0.13,3.3,15.1,13.2,14.3,26.7,42.1,43.4,22.8,47.699999999999996
MICHELLE REED,LAS,9,5.4,83.2,85.5,8.7,0.33,8.0,3.7,13.2,9.0,24.0,31.8,43.0,16.9,48.6
NADINE DOMOND,SAC,9,10.2,87.2,100.0,16.7,0.82,16.4,6.0,3.9,5.1,20.0,34.8,38.8,20.4,91.8
REHEMA STEPHENS,SAC,8,10.3,81.8,102.7,10.5,0.36,6.9,7.6,4.4,6.3,19.0,29.3,30.4,29.8,82.4
ANGELA HAMBLIN,DET,6,4.8,92.4,86.2,9.5,0.29,11.1,7.7,15.2,11.9,38.9,31.3,33.8,21.6,28.799999999999997
ANGELA JACKSON,WAS,6,5.7,88.0,106.6,0.0,0.00,0.0,7.9,3.3,5.9,0.0,50.0,57.9,10.6,34.2
HAIXIA ZHENG,LAS,6,16.4,95.0,102.6,5.6,0.50,7.0,9.2,18.6,14.1,14.0,62.5,64.1,17.6,98.39999999999999
LESLIE JOHNSON,WAS,6,2.4,70.6,127.8,25.0,0.25,14.3,0.0,5.6,4.0,57.1,50.0,50.0,17.6,14.399999999999999
TIFFANI JOHNSON,SAC,6,5.3,86.6,65.7,0.0,0.00,0.0,7.7,22.6,14.3,27.3,0.0,12.9,13.1,31.799999999999997
RUTHIE BOLTON,SAC,5,26.7,87.4,99.6,10.9,0.86,7.1,3.7,5.6,4.6,8.3,32.8,39.1,27.4,133.5
TANJA KOSTIC,CLE,5,5.9,89.4,106.1,13.3,0.67,22.2,4.3,3.2,3.7,33.3,66.7,64.4,9.7,29.5
ALLISON FEASTER,LAS,3,13.7,89.2,101.2,13.0,0.75,13.6,2.3,2.9,2.6,18.2,28.6,33.6,20.0,41.099999999999994
MFON UDOKA,DET,3,8.2,89.8,97.8,0.0,0.00,0.0,3.6,11.8,6.7,11.1,16.7,25.8,15.0,24.599999999999998
KAREN BOOKER,HOU,1,2.2,16.7,160.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,2.2
WANDA GUYTON,HOU,1,13.5,84.0,56.0,0.0,0.00,0.0,0.0,0.0,0.0,66.7,0.0,0.0,10.3,13.5
